# visionSample, x, y, visX, visY, angle, rawDist, rawAngle, distM, distC, angleC, angleM, distRSquared, angleRSquared
5792 0.0 0.0 0.0 0.0 -1.08000004292 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5793 0.0 0.0 0.0 0.0 -1.08000004292 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5794 0.0 0.0 0.0 0.0 -1.08000004292 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5796 0.0 0.0 0.0 0.0 -1.08000004292 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5796 0.0 0.0 0.0 0.0 -1.08000004292 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5798 0.0 0.0 0.0 0.0 -1.08000004292 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5798 0.0 0.0 0.0 0.0 -1.08000004292 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5798 0.0 0.0 0.0 0.0 -1.08000004292 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5800 0.0 0.0 0.0 0.0 -1.08000004292 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5801 0.0 0.0 0.0 0.0 -1.08000004292 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5801 0.0 0.0 0.0 0.0 -1.09000003338 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5802 0.0 0.0 0.0 0.0 -1.09000003338 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5804 0.0 0.0 0.0 0.0 -1.09000003338 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5804 0.0 0.0 0.0 0.0 -1.09000003338 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5805 0.0 0.0 0.0 0.0 -1.09000003338 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5807 0.0 0.0 0.0 0.0 -1.09000003338 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5807 0.0 0.0 0.0 0.0 -1.09000003338 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5808 0.0 0.0 0.0 0.0 -1.09000003338 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5810 0.0 0.0 0.0 0.0 -1.09000003338 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5810 0.0 0.0 0.0 0.0 -1.09000003338 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5811 0.0 0.0 0.0 0.0 -1.09000003338 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5812 0.0 0.0 0.0 0.0 -1.09000003338 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5813 0.0 0.0 0.0 0.0 -1.09000003338 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5814 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5815 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5816 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5818 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5819 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5820 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5820 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5822 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5822 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5823 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5825 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5825 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5826 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5827 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5828 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5830 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5831 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5831 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5832 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5833 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5834 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5835 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5837 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5837 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5838 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5840 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5840 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5842 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5842 0.0 0.0 0.0 0.0 -1.10000002384 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5843 0.0 0.0 0.0 0.0 -1.11000001431 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5845 0.0 0.0 0.0 0.0 -1.11000001431 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5845 0.0 0.0 0.0 0.0 -1.11000001431 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5846 0.0 0.0 0.0 0.0 -1.11000001431 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5847 0.0 0.0 0.0 0.0 -1.11000001431 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5848 0.0 0.0 0.0 0.0 -1.11000001431 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5850 0.0 0.0 0.0 0.0 -1.11000001431 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5850 0.0 0.0 0.0 0.0 -1.11000001431 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5850 0.0 0.0 0.0 0.0 -1.11000001431 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5852 0.0 0.0 0.0 0.0 -1.11000001431 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5853 0.0 0.0 0.0 0.0 -1.11000001431 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5854 0.0 0.0 0.0 0.0 -1.11000001431 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5854 0.0 0.0 0.0 0.0 -1.11000001431 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5855 0.0 0.0 0.0 0.0 -1.11000001431 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5856 0.0 0.0 0.0 0.0 -1.11000001431 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5857 0.0 0.0 0.0 0.0 -1.11000001431 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5857 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5859 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5860 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5861 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5862 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5862 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5862 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5865 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5865 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5868 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5868 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5869 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5870 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5872 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5872 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5873 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5875 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5876 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5876 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5878 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5879 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5879 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5880 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5881 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5882 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5883 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5884 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5885 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5886 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5886 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5889 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5889 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5890 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5891 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5893 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5893 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5894 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5894 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5894 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5896 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5897 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5897 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5899 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5900 0.0 0.0 0.0 0.0 -1.12000000477 0.735931011762 -0.6875 4.4 1.3 1.0 2.5 0.0 0.0 
5902 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5902 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5903 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5904 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5905 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5906 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5907 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5909 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5909 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5911 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5911 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5912 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5913 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5914 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5916 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5917 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5917 0.0 0.0 0.0 0.0 -1.12000000477 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5919 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5919 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5920 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5922 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5922 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5923 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5924 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5924 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5925 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5926 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5927 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5927 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5930 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5930 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5930 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5933 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5933 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5934 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5935 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5936 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5937 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5938 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5940 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5940 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5941 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5942 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5943 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5944 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5945 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5945 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5947 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5948 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5948 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5950 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5951 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5953 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5953 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5954 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5954 0.0 0.0 0.0 0.0 -1.12999999523 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5956 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5957 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5958 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5959 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5960 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5962 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5962 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5963 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5964 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5964 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5966 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5967 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5969 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5969 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5971 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5971 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5972 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5973 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5974 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5975 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5975 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5977 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5978 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5979 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5980 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5981 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5981 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5983 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5983 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5984 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5986 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5986 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5987 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5988 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5988 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5989 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5990 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5991 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5991 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5992 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5994 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5995 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5996 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5997 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
5998 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
6000 0.0 0.0 0.0 0.0 -1.13999998569 0.761431129841 -0.65625 4.4 1.3 1.0 2.5 0.0 0.0 
