# visionSample, x, y, angle, rawDist, rawAngle, distM, distC, angleC, angleM, distRSquared, angleRSquared0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
0 -1000.0 -1000.0 -370.0 -1.0 -1000.0 0.0 0.0 0.0 0.0 0.0 0.0 
1 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
2 -1000.0 -1000.0 -370.0 0.213177461901 -7.09375 0.0 0.0 0.0 0.0 0.0 0.0 
